HolderAddress,Balance,PendingBalanceUpdate
0x44b7d855d1d1431f74c4a0bed1123ea95b929140,4.72000005487294,No
0x2ede91c70674cd12dc07fc4343c21c24627bb83d,3.11304800441137,No
0x7cc42d1e664fecaf11b31e5f56694af7ba0f60e9,2.64265663727887,No
0x578b919a68efd90ac103530dc75b1784b51a47ea,2.34750523062636,No
0xbd9420a98a7bd6b89765e5715e169481602d9c3d,1.71616095673289,No
0xcde6cefcc25c904eed0bb0ca54c6b2f27ff76822,1.46868606068822,No
0x7fb2e3ee2cacf71fac2f7aec0037de34fa915b2d,1,No
,,
,,
,,
"[""0xf2978b5dabb93964410fb0394c07f144706a2df7"",""0x6e1ad8e91b9b7b677c2a81fa31b6faaa657424fb"",""0x1d0d7bd1ef5dfdde86c8b145cdf948ad8f0e9961"",""0x24db8a0a16da2812b55af4d0f3a8ada8a68a330f"",""0x24c6bbb049784095b398f54b963cc5c9189436e3"",""0x29af0036eb56ae8273815b250acc0c49eaf5c3da"",""0x1e8ebaa6d9bf90ca2800f97c95afedd6a64c91e2"",""0xe95c2a3fe441d10dd3417fc5b7ea3241af317946"",""0x19fa5828b99c82172fc48d282f1194fde0b67783"",""0xa2bdf890e70d3468df5efb50d1c1117cd937e6e5"",""0x762c0e5ae9d4c726f9ee112cc66ed5f11566a8d0"",""0x79a94077ac9ff31a9e728a25bf9a549affea1632"",""0x86b2e21747a35faa7fc7f4f43b058e68a3af03dc"",""0x88dda000a73cb5ae14ee0268dd11ed00cd282def"",""0x6e866c11083cad42c937ae6c606957b989124127"",""0xa79fbc93c9092f5f18b8b60f9a11c99f697faac9"",""0x0ac6f9c896976fcaa151791a20bd51b1b9620f28"",""0x43fc364ac5a51ee6c8a44b6adb80606bbb7607d0"",""0xa894186fe581b8ca4bdc34683cf40410ffcba67c"",""0xeab824e199cd3bd5a657ab06d5502df66b5f87fc"",""0x6c6a234d1806f7d0bac872ed49933a6852424467"",""0xf0e43a827e5a66e51e88edcadf58176c42bad071"",""0x714d7baf5067855eba892296b6c6d94a09857010"",""0x0d734a787dfbadf4916b858d939aae0a9eeef4e2"",""0x5c044ca8eebab5e982bc61f75f6cce677397a899"",""0x970a4e96bc9a181965cabf04dbcd902b186781b0"",""0xe5727399a2ad1755c29c2bd258c3676680511b15"",""0x145a35a5ea96057b782a7dd60894d461ded5c5e1"",""0x6d27f5d0bc18091ee12d23a08cd4e7b1f8593863"",""0xbe7d5b134416e79f5f1ada633515d4916d0fc733"",""0x2e9cad50082be2a6975e4cf035fe4d9acf189021"",""0x8311f4f0a58abc22da4e3b24018bfb6b4122e20a"",""0xf6aa21404f079e8b8e142e91fd408a86713dc087"",""0x673394895b3654e81aeb229412c2a8cf7955d7b4"",""0x8114e78965b7f7e52e35b2cfbe33973a4ef320cb"",""0xe7597d5c02df9e36022e84c82dbdd2b8378beec8"",""0x0e024cdba8377acf2d83e23090e27f5f8f490497"",""0xc5a0d238075734bf1758a5d6fe6edd6fb2f2e675"",""0xc7616212016fa02ec5acf267489e44077723a205"",""0xf7476db5b717ac661c027e684456115ab1e728c3"",""0x80ae402ac0984d84c232e61bc13f066df590bde0"",""0x44b7d855d1d1431f74c4a0bed1123ea95b929140"",""0x2ede91c70674cd12dc07fc4343c21c24627bb83d"",""0x7cc42d1e664fecaf11b31e5f56694af7ba0f60e9"",""0x578b919a68efd90ac103530dc75b1784b51a47ea"",""0xbd9420a98a7bd6b89765e5715e169481602d9c3d"",""0xcde6cefcc25c904eed0bb0ca54c6b2f27ff76822"",""0x7fb2e3ee2cacf71fac2f7aec0037de34fa915b2d""]","[""6013760000000000000000"",""5824595092671750000000"",""3555273651358600000000"",""1817000083527650000000"",""1107419364350540000000"",""618334467086069000000"",""465060714632020000000"",""291000000028172000000"",""245711536254222000000"",""226060200828158000000"",""212422136553363000000"",""186484566265740000000"",""172005380187020000000"",""160547510370140000000"",""132918542599954000000"",""105716664110319000000"",""104795318173177000000"",""85000000000000000000"",""71650069745248000000"",""48032414868015300000"",""39904577072106500000"",""38667885853495900000"",""32826872895283700000"",""32240000000000000000"",""26859580186868200000"",""24942923860785200000"",""21160636879363300000"",""20144409539076000000"",""19402826131995400000"",""16570668549335100000"",""16098940091701500000"",""12594699999420200000"",""10406277489421200000"",""10114862497887100000"",""10000000000000000000"",""10000000000000000000"",""9880000000000000000"",""9581627145308300000"",""8528796411447070000"",""7196430849628890000"",""6140000003340160000"",""4720000054872940000"",""3113048004411370000"",""2642656637278870000"",""2347505230626360000"",""1716160956732890000"",""1468686060688220000"",""1000000000000000000""]",
